id,title,owner_org,maintainer,Extensão geográfica,Série histórica,groups,Tipo de armazenamento,Formato do arquivo,Sistema Gerenciador de Banco de Dados,Ambiente de produção,name,notes,tags,Histórico,Procedência de dados,Periodicidade,Situação do processo,Nível de desagregação,Lacunas identificadas pela unidade produtora,Tipo(s) de representação,Escala (apenas  para representação vetorial ou matricial),Sistemas de referência / projeção cartográfica,Base cartográfica utilizada,Extensão do arquivo/formato/software,"Existe(m), nesta base de dados, informação(ões) classificada(s) em algum grau de sigilo?",Forma(s) de disponibilização,url,Endereço e procedimentos para acesso,,,,,,
558,PLANILHA CIII 888,SPPE,PRAÇA DE ATENDIMENTO,Subprefeitura,2007,planejamento e cadastro,Arquivo de dados,.xls (MS EXCEL),0,Excel versão 2007,PLANILHAS CIII 888,"A planilha trata de dados colhidos no atendimento à contribuintes, que reclamam a perda de ISENÇÃO total / parcial do IPTU referente ao exercício vigente. Conteúdo são lançados na planilha CIII 888 os seguintes dados: data do atendimento na Praça de Atendimento Penha, número do cadastro do imóvel (iptu), nome completo do contribuinte (proprietário), números:  do cpf, do protocolo de atualização de dados cadastrais do iptu, telefone para eventual retorno ao contribuinte e um breve relato da reclamação tributária.",DADOS IPTU CONTRIBUINTE OBTENÇÃO ISENÇÃO,"Planilha produzida para otimizar atendimento do contribuinte/proprietário de imóvel, quando do recebimento do iptu quando o mesmo detecta que seu imóvel não encontra-se ISENTO total ou parcialmente.   A compilação dos dados, os quais são registrados manualmente pelos atendentes na tela do iptu são repassados para digitação em planilha Excel, numerada, em ordem alfabética (nome do propriet.) enviadas por e-mail à Auditoria Fiscal para análise e posterior arquivo em pasta AZ.  A atualização/acompanhamento de cada caso é feita pela chefia por meio de consulta ao sistema IMS3 (TPCL) e também pelas atendentes com eventual retorno do contribuinte para saber a resposta  e/ou convocado para orientá-lo para tomar alguma ação.",Coleta de dados no atendimento ao contribuinte,anual,ativo,proprietário de qualquer região.,"A unidade produtora é o setor Praça de Atendimento Penha da Subprefeitura, a planilha é alimentada por dados colhidos no ato do atendimento ao proprietário do imóvel, o cuidado essencial é não deixar de se atentar ao reclame do contribuinte não registrando, no ato do atendimento, em forma de planilha / reclamação, ou mesmo não repassar à chefia para a mesma planilhar caso a caso.","alfanumérica (textos, números - p.ex. tabelas)",0,Não sei,Não sei,XLS," SIM (Conforme Lei Federal n. 12.527/2011 (especialmente o art. 23) www.goo.gl/Xk4co , Decreto Municipal n. 53.623/2012 www.goo.gl/O7nUHq e Decreto Municipal n. 54.779/2014 www.goo.gl/7vycsk )",Internet,http://www.prefeitura.sp.gov.br/cidade/secretarias/financas/servicos/iptu/index.php?p=2452,"O interessado nesse caso é o proprietário de imóvel na cidade de São Paulo, o mesmo pode ter acesso aos procedimentos retornando à Praça de Atendimento onde o mesmo deu entrada à sua reclamação tributária (planilha ciii 888) referente à perda de isenção do iptu do exercício vigente. O mesmo pode verificar o resultado da seu requerimento acessando à internet, via portal PMSP e verificar se houve uma segunda emissão de iptu com o retorno da isenção total / parcial. Endereço da unidade: Praça de Atendimento Penha, Subprefeitura Penha, Rua Candapuí, 492 - Vila Marieta - Pavto. térreo, horário: 8:00 às 18:00 horas, o atendimento nas Praças é somente de forma presencial, eventualmente por telefone: 3397-5186. Cotnato: Qualquer atendente /  Chefia Técnica - Elizabeth Luiz.",,,,,,
559,CONTRATOS ADMINISTRAÇÃO,SPPE,"Coordenadoria de Administração e Finanças, Claudio de Melo",Subprefeitura,2003 a 2014,"ciência, informação e comunicação, planejamento e cadastro",Arquivo de dados,.xls (MS EXCEL),0,Excel versão 2003,CONTRATOS ADMINISTRAÇÃO,Controle das principais informações dos contratos firmados pela Administração.,"objeto, contrato, administração, prazo","Arquivo do Excel para alocação das principais informações contratuais, sendo atualizado sempre que há modificação na situação de cada contrato (prorrogação, termos aditivos, alteração de valores e quantitativos, etc).",cadastro ou registro administrativo,contínuo,ativo,Subprefeitura,0,"alfanumérica (textos, números - p.ex. tabelas)",1:1.000,Não sei,Não se aplica,XLS,NÃO,"Mídia digital (CD, DVD, pendrive), Intranet, Rede local, Impresso",0,Acesso via computador local ou acessos autorizados na rede.,,,,,,
560,Base de dados regionalizados SP-PI,SPPI,CPDU/Superv. de Planejamento Urbano,Subprefeitura,2000-2014,"cartografia de base, comércio, serviços e turismo, cultura, esportes, lazer, educação, habitação, saneamento e urbanismo, hidrografia/hidrologia, limites político-admnistrativos, meio ambiente, saúde, transporte, mobilidade e trânsito, zeladoria, manutenç",Banco de dados,0,Microsoft Access,Windows xp,Base de dados regionalizados SP-PI,Base cartográfica da Subprefeitura de Pinheiros e dados georeferenciados e dados não georeferenciados.,Dados básicos da subprefeitura,2000-2014.Cadastro de uso interno de trabalho usado para gerenciamento e organização na Subprefeitura de Pinheiros.,cadastro ou registro administrativo,anual,ativo,Subprefeitura,Falta de suporte georeferenciado.,"alfanumérica (textos, números - p.ex. tabelas), vetorial (coordenadas - p.ex. mapas)",'1:8500,SAD 69 / UTM,Geolog (Geocodificação de logradouros),"Autocad (DXF/DWG), XLS, DOC",NÃO,Impresso,http://www.prefeitura.sp.gov.br/cidade/secretarias/subprefeituras/pinheiros/noticias/index.php?p=1447,0,,,,,,
561,Emplacamento de Imóveis,SPPI,Unidade de Cadastro,Subprefeitura,1960 a 2014,"ciência, informação e comunicação, governo e política, habitação, saneamento e urbanismo, normas, especificações e metodologia , planejamento e cadastro",Arquivo de dados,papel,0,físico,Emplacamento de Imóveis,"Ciência, informação e comunicação, governo e política, habitação, saneamento e urbanismo, normas, especificações e metodologia , planejamento e cadastro.",Logradouros,1960 a 2014 - Cadastro de uso interno de trabalho usado para gerenciamento e organização na Subprefeitura de Pinheiros.,cadastro ou registro administrativo,anual,ativo,Subprefeitura,Falta de pessoal e infraestrutura,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,0,NÃO,Impresso,0,0,,,,,,
562,CONTROLE DE MULTAS,SPPI,UNIDADE DE AUTOS E INFRAÇÃO,Subprefeitura,2004 A 2014,"economia e finanças, normas, especificações e metodologia , planejamento e cadastro",Arquivo de dados,.xls (MS EXCEL),0,WINDOWS,Controle de Multas,"Economia e finanças, normas, especificações e metodologia , planejamento e cadastro.",Cadastro,2004 a 2014 - Cadastro de uso interno de trabalho usado para gerenciamento e organização na Subprefeitura de Pinheiros.,cadastro ou registro administrativo,anual,ativo,Subprefeitura,Falta de infraestrutura,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,0,NÃO,Impresso,0,0,,,,,,
563,Controle Financeiro das Anuidades de Banca de Jornal,SPPI,Supervisão de Finanças,Subprefeitura,2010 a 2014,"comércio, serviços e turismo",Arquivo de dados,.xls (MS EXCEL),0,Excel versão 2003,Controle Financeiro das Anuidades de Banca de Jornal,Controle dos TPU de bancas de jornal quanto à regularidade do pagamento de taxas.,TPU,2010 a 2014 - Cadastro de uso interno de trabalho usado para gerenciamento e organização na Subprefeitura de Pinheiros.,cadastro ou registro administrativo,anual,ativo,Subprefeitura,Falta de georeferenciamento.,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,XLS,NÃO,Impresso,0,0,,,,,,
564,Catálogo de mapas diversos,SPPI,Paulo Barreto dos Santos,Subprefeitura,1960 a 2014,"cartografia de base, ciência, informação e comunicação, governo e política, habitação, saneamento e urbanismo, justiça e legislação, limites político-admnistrativos, planejamento e cadastro",Arquivo de dados,papel,0,papel,Catálogo de mapas diversos,"cartografia de base, ciência, informação e comunicação, governo e política, habitação, saneamento e urbanismo, justiça e legislação, limites político-admnistrativos, planejamento e cadastro",dados urbanisticos,1960 a 2014 - Cadastro de uso interno de trabalho usado para gerenciamento e organização na Subprefeitura de Pinheiros.,cadastro ou registro administrativo,anual,ativo,Subprefeitura,Falta tradução do material em dwg para SHP.,"alfanumérica (textos, números - p.ex. tabelas)",0,"SAD 69 / UTM, WGS 84 / UTM, SIRGAS 2000 / UTM",Geolog (Geocodificação de logradouros),DOC,NÃO,Impresso,0,0,,,,,,
565,Cadastro de Áreas autorizadas para TACs e TCAs,SPPI,Supervisão Técnica de Limpeza Pública/Unidade de Áreas Verdes,Subprefeitura,2013/2014,"ciência, informação e comunicação, habitação, saneamento e urbanismo, meio ambiente, normas, especificações e metodologia , planejamento e cadastro",Arquivo de dados,.xls (MS EXCEL),0,Windows,Cadastro de Áreas autorizadas para TACs e TCAs,"ciência, informação e comunicação, habitação, saneamento e urbanismo, meio ambiente, normas, especificações e metodologia , planejamento e cadastro.",Áreas Verdes,2013/2014 - Cadastro de uso interno de trabalho usado para gerenciamento e organização na Subprefeitura de Pinheiros.,cadastro ou registro administrativo,anual,ativo,Subprefeitura,Falta de pessoal e infraestrutura.,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,0,NÃO,Impresso,0,0,,,,,,
566,Cadastro do Termos de Cooperação,SPPI,Supervisão de Projetos e Obras,Subprefeitura,2011-2014,"concessões, habitação, saneamento e urbanismo, meio ambiente, normas, especificações e metodologia , planejamento e cadastro, zeladoria, manutenção e reparos",Arquivo de dados,.xls (MS EXCEL),0,Windows,Cadastro do Termos de Cooperação,"concessões, habitação, saneamento e urbanismo, meio ambiente, normas, especificações e metodologia , planejamento e cadastro, zeladoria, manutenção e reparos.",Meio Ambiente,2011-2014 - Cadastro de uso interno de trabalho usado para gerenciamento e organização na Subprefeitura de Pinheiros.,cadastro ou registro administrativo,anual,ativo,Subprefeitura,Falta de georeferenciamento,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,XLSX,NÃO,Impresso,0,0,,,,,,
567,Cadastro dos Termos de Permissão de Uso/TPU,SPPI,Supervisão de Uso do solo e Licenciamentos,Subprefeitura,2000 a 2014,"concessões, habitação, saneamento e urbanismo, normas, especificações e metodologia , planejamento e cadastro, zeladoria, manutenção e reparos",Arquivo de dados,.xls (MS EXCEL),0,Windows,Cadastro dos Termos de Permissão de Uso/TPU,"concessões, habitação, saneamento e urbanismo, normas, especificações e metodologia , planejamento e cadastro, zeladoria, manutenção e reparos.",Cadastro Urbano,2000 a 2014 - Cadastro de uso interno de trabalho usado para gerenciamento e organização na Subprefeitura de Pinheiros.,cadastro ou registro administrativo,anual,ativo,Subprefeitura,Falta de georeferenciamento,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,XLSX,NÃO,Impresso,0,0,,,,,,
568,Coletânea de Mapa temáticos de urbanismo,SPPI,Supervisão de Planejamento Urbano/SPU,Subprefeitura,2003 a 2014,"cartografia de base, ciência, informação e comunicação, cultura, esportes, lazer, educação, governo e política, habitação, saneamento e urbanismo, hidrografia/hidrologia, limites político-admnistrativos, meio ambiente, normas, especificações e metodologia",Arquivo de dados,".xls (MS EXCEL), .pdf (Adobe), .dbf (DBase), .dwg (AutoCad)",0,Windows,Coletânea de Mapa temáticos de urbanismo,"cartografia de base, ciência, informação e comunicação, cultura, esportes, lazer, educação, governo e política, habitação, saneamento e urbanismo, hidrografia/hidrologia, limites político-administrativos, meio ambiente, normas, especificações e metodologia.",URBANISMO,2003 a 2014 - Cadastro de uso interno de trabalho usado para gerenciamento e organização na Subprefeitura de Pinheiros.,cadastro ou registro administrativo,anual,ativo,Subprefeitura,Falta de georeferenciamento.,"alfanumérica (textos, números - p.ex. tabelas), vetorial (coordenadas - p.ex. mapas)",'1:8500,SAD 69 / UTM,Geolog (Geocodificação de logradouros),"Autocad (DXF/DWG), XLSX",NÃO,Impresso,0,0,,,,,,
569,Cadastro de áreas verdes,SPPI,Supervisão de Planejamento Urbano/SPU,Subprefeitura,2008 A 2014,"cartografia de base, habitação, saneamento e urbanismo, meio ambiente, normas, especificações e metodologia , zeladoria, manutenção e reparos",Arquivo de dados,".xls (MS EXCEL), .pdf (Adobe), .dwg (AutoCad)",0,Windows,Cadastro de áreas verdes,"cartografia de base, habitação, saneamento e urbanismo, meio ambiente, normas, especificações e metodologia , zeladoria, manutenção e reparos.",Meio Ambiente,2008 a 2014,cadastro ou registro administrativo,anual,ativo,Subprefeitura,Falta atualização dos dados e de georeferenciamento.,"alfanumérica (textos, números - p.ex. tabelas), vetorial (coordenadas - p.ex. mapas)",'1:8500,SAD 69 / UTM,Geolog (Geocodificação de logradouros),"Autocad (DXF/DWG), XLSX",NÃO,Impresso,0,0,,,,,,
570,Cadastro de Áreas Públicas,SPPI,Supervisão de Planejamento Urbano,Subprefeitura,2003 a 2014,"cartografia de base, ciência, informação e comunicação, governo e política, habitação, saneamento e urbanismo, planejamento e cadastro, zeladoria, manutenção e reparos",Arquivo de dados,".xls (MS EXCEL), .pdf (Adobe), .dwg (AutoCad)",0,Windows,Cadastro de Áreas Públicas,"cartografia de base, ciência, informação e comunicação, governo e política, habitação, saneamento e urbanismo, planejamento e cadastro, zeladoria, manutenção e reparos.",Cadastro,2003 a 2014 - Cadastro de uso interno de trabalho usado para gerenciamento e organização na Subprefeitura de Pinheiros.,cadastro ou registro administrativo,anual,ativo,Subprefeitura,Falta de georeferenciamento.,"alfanumérica (textos, números - p.ex. tabelas)",0,SAD 69 / UTM,Geolog (Geocodificação de logradouros),XLSX,NÃO,Impresso,0,0,,,,,,
571,Sistema de Informações Geográficas da Subprefeitura de Pinheiros,SPPI,Supervisão de Planejamento e Unidade de Cadastro,Subprefeitura,2014,"cartografia de base, ciência, informação e comunicação, geociências, habitação, saneamento e urbanismo, hidrografia/hidrologia, limites político-admnistrativos, meio ambiente, patrimônio edificado, planejamento e cadastro, redes geodésicas, transporte, mo",Banco de dados,0,Maptitude,Windows/Maptitude,Sistema de Informações Geográficas da Subprefeitura de Pinheiros,"cartografia de base, ciência, informação e comunicação, geociências, habitação, saneamento e urbanismo, hidrografia/hidrologia, limites político-admnistrativos, meio ambiente, patrimônio edificado, planejamento e cadastro, redes geodésicas, transporte, mo",URBANISMO,2014 - Cadastro de uso interno de trabalho usado para gerenciamento e organização na Subprefeitura de Pinheiros.,cadastro ou registro administrativo,anual,ativo,Subprefeitura,Falta treinamento do pessoal da subprefeitura.,"alfanumérica (textos, números - p.ex. tabelas), vetorial (coordenadas - p.ex. mapas)",'1:8500,"SAD 69 / UTM, WGS 84 / UTM, SIRGAS 2000 / UTM, Corrego Alegre",Geolog (Geocodificação de logradouros),"ArcGIS (SHP), Autocad (DXF/DWG), XLSX",NÃO,Impresso,0,0,,,,,,
572,Cadastro das Vistorias de CPDU em alvarás e autos,SPPI,Supervisão de Planejamento Urbano,Subprefeitura,2006 a 2013,"habitação, saneamento e urbanismo, justiça e legislação, normas, especificações e metodologia , planejamento e cadastro",Arquivo de dados,".xls (MS EXCEL), .pdf (Adobe), .doc (MS WORD)",0,Windows,Cadastro das Vistorias de CPDU em alvarás e autos,"habitação, saneamento e urbanismo, justiça e legislação, normas, especificações e metodologia , planejamento e cadastro.",Cadastro,2006 a 2013 - Cadastro de uso interno de trabalho usado para gerenciamento e organização na Subprefeitura de Pinheiros.,cadastro ou registro administrativo,anual,inativo,Subprefeitura,Falta de georeferenciamento.,"alfanumérica (textos, números - p.ex. tabelas), vetorial (coordenadas - p.ex. mapas)",'1:8500,SAD 69 / UTM,Geolog (Geocodificação de logradouros),"Autocad (DXF/DWG), XLSX",0,0,0,0,,,,,,
573,Cadastro dos Polos Geradores de Tráfego/PGT,SPPI,Supervisão de Planejamento Urbano,Subprefeitura,2006 a 2011,"comércio, serviços e turismo, habitação, saneamento e urbanismo, justiça e legislação, normas, especificações e metodologia , planejamento e cadastro",Arquivo de dados,".xls (MS EXCEL), .pdf (Adobe), .dwg (AutoCad)",0,Windows,Cadastro dos Polos Geradores de Tráfego/PGT,"comércio, serviços e turismo, habitação, saneamento e urbanismo, justiça e legislação, normas, especificações e metodologia , planejamento e cadastro.",Cadastro,2006 a 2011 - Cadastro de uso interno de trabalho usado para gerenciamento e organização na Subprefeitura de Pinheiros.,cadastro ou registro administrativo,anual,inativo,Subprefeitura,Falta atualização e georeferenciamento.,"alfanumérica (textos, números - p.ex. tabelas), vetorial (coordenadas - p.ex. mapas)",'1:8500,SAD 69 / UTM,Geolog (Geocodificação de logradouros),"Autocad (DXF/DWG), XLSX",NÃO,Impresso,0,0,,,,,,
574,Levantamento da situação fundiária da Av. Roberto Marinho,SPPI,Superv. de Planej. Urbano,Subprefeitura,2008,"cartografia de base, habitação, saneamento e urbanismo, limites político-admnistrativos, normas, especificações e metodologia , planejamento e cadastro, zeladoria, manutenção e reparos",Arquivo de dados,".xls (MS EXCEL), .dwg (AutoCad)",0,Windows,Levantamento da situação fundiária da Av. Roberto Marinho,"cartografia de base, habitação, saneamento e urbanismo, limites político-admnistrativos, normas, especificações e metodologia , planejamento e cadastro, zeladoria, manutenção e reparoscadastro de favelas do município de São Paulo. É mantido e atualizado por SEHAB/HABI e atualmente disponibilizado no sistema HABISP.",levantamento urbanistico,2008 - Cadastro de uso interno de trabalho usado para gerenciamento e organização na Subprefeitura de Pinheiros.,cadastro ou registro administrativo,anual,inativo,Subprefeitura,Falta de SIG.,"alfanumérica (textos, números - p.ex. tabelas), vetorial (coordenadas - p.ex. mapas)",'1:8500,SAD 69 / UTM,Geolog (Geocodificação de logradouros),"Autocad (DXF/DWG), XLS, PDF",NÃO,Impresso,0,0,,,,,,
575,Coletânea do material preparatorio do Plano Diretor de 2004,SPPI,Supervisão de Planejamento Urbano,Subprefeitura,2003 a 2008,"cartografia de base, habitação, saneamento e urbanismo, justiça e legislação, limites político-admnistrativos, meio ambiente, normas, especificações e metodologia , planejamento e cadastro, transporte, mobilidade e trânsito",Arquivo de dados,".xls (MS EXCEL), .pdf (Adobe), .dwg (AutoCad), .doc (MS WORD)",0,Windows,Coletânea do material preparatorio do Plano Diretor de 2004,"cartografia de base, habitação, saneamento e urbanismo, justiça e legislação, limites político-administrativos, meio ambiente, normas, especificações e metodologia , planejamento e cadastro, transporte, mobilidade e trânsito.",Plano Diretor,2003 a 2008 - Cadastro de uso interno de trabalho usado para gerenciamento e organização na Subprefeitura de Pinheiros.,cadastro ou registro administrativo,anual,inativo,Subprefeitura,Falta de georeferenciamento.,"alfanumérica (textos, números - p.ex. tabelas)",0,SAD 69 / UTM,Geolog (Geocodificação de logradouros),XLSX,NÃO,Impresso,0,0,,,,,,
576,"Lista de Termos de Permissão de Uso TPUs (Banca de jornal, Ambulantes, mesas e cadeiras)",SPSE,CPDU - Coordenadoria de Planejamento e Desenvolvimento Urbano / STF - Supervisão Técnica de Fiscalização; SPU - Supervisão de Planejamento Urbano; SUSL - Supervisão de Uso do Solo,Subprefeitura,TPUs em vigor,"comércio, serviços e turismo, planejamento e cadastro",Arquivo de dados,".xls (MS EXCEL), .doc (MS WORD)",0,Windows,Lista de Termos de Permissão de Uso TPUs,Controle de Termos de Permissão de Uso em vigor.,TPU - Controle - Fiscalização,Controle quanto ao comércio ambulante e bancas de jornais. Acompanhamento e emissão de guias para pagamento de taxas municipais.,cadastro ou registro administrativo,mensal,ativo,Subprefeitura,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não sei,Não se aplica,"XLS, DOC",NÃO,Impresso,0,0,,,,,,
577,Lista de Obras Embargadas,SPSE,CPDU - Coordenadoria de Planejamento e Desenvolvimento Urbano / STF - Supervisão Téncica de Fiscalização,Subprefeitura,Obras atualmente embargadas (o período de embargo varia).,"planejamento e cadastro, zeladoria, manutenção e reparos",Arquivo de dados,".xls (MS EXCEL), .doc (MS WORD)",0,Windows,Obras Embargadas,"Planejamento e cadastro, zeladoria, manutenção e reparos",Obras - Embargos - Controle,0,cadastro ou registro administrativo,mensal,ativo,Subprefeitura,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não sei,Não se aplica,"XLS, DOC",NÃO,Impresso,0,0,,,,,,
